TP_FUNDO;CNPJ_FUNDO;DENOM_SOCIAL;DT_COMPTC;TP_APLIC;VL_VENDA_NEGOC;VL_AQUIS_NEGOC;VL_MERC_POS_FINAL;VL_CUSTO_POS_FINAL;DT_CONFID_APLIC
FI;11.769.863/0001-44;CSHG VINDOURO FUNDO DE INVESTIMENTO MULTIMERCADO - INVESTIMENTO NO EXTERIOR;2021-12-31;Operações Compromissadas;;;1499544;;2022-03-31
FI;11.769.863/0001-44;CSHG VINDOURO FUNDO DE INVESTIMENTO MULTIMERCADO - INVESTIMENTO NO EXTERIOR;2021-12-31;Valores a pagar;;;16407;;2022-03-31
FI;11.769.863/0001-44;CSHG VINDOURO FUNDO DE INVESTIMENTO MULTIMERCADO - INVESTIMENTO NO EXTERIOR;2021-12-31;Valores a receber;;;24733;;2022-03-31
FI;11.783.804/0001-20;FRANKLIN GLOBAL PLUS FUNDO DE INVESTIMENTO MULTIMERCADO DE LONGO PRAZO;2021-12-31;Ações;201485;321642;2799421;;2022-03-31
FI;11.783.804/0001-20;FRANKLIN GLOBAL PLUS FUNDO DE INVESTIMENTO MULTIMERCADO DE LONGO PRAZO;2021-12-31;Ações e outros TVM cedidos em empréstimo;;;124;;2022-03-31
FI;11.783.804/0001-20;FRANKLIN GLOBAL PLUS FUNDO DE INVESTIMENTO MULTIMERCADO DE LONGO PRAZO;2021-12-31;Brazilian Depository Receipt - BDR;;;13320;;2022-03-31
FI;11.783.804/0001-20;FRANKLIN GLOBAL PLUS FUNDO DE INVESTIMENTO MULTIMERCADO DE LONGO PRAZO;2021-12-31;Certificado ou recibo de depósito de valores mobiliários;;;532307;;2022-03-31
FI;11.783.804/0001-20;FRANKLIN GLOBAL PLUS FUNDO DE INVESTIMENTO MULTIMERCADO DE LONGO PRAZO;2021-12-31;Disponibilidades;;;10404;;2022-03-31
FI;11.783.804/0001-20;FRANKLIN GLOBAL PLUS FUNDO DE INVESTIMENTO MULTIMERCADO DE LONGO PRAZO;2021-12-31;Mercado Futuro - Posições compradas;;;2903;;2022-03-31
FI;11.783.804/0001-20;FRANKLIN GLOBAL PLUS FUNDO DE INVESTIMENTO MULTIMERCADO DE LONGO PRAZO;2021-12-31;Mercado Futuro - Posições vendidas;;;-18941;;2022-03-31
FI;11.783.804/0001-20;FRANKLIN GLOBAL PLUS FUNDO DE INVESTIMENTO MULTIMERCADO DE LONGO PRAZO;2021-12-31;Obrigações por ações e outros TVM recebidos em empréstimo;;;418602;;2022-03-31
FI;11.783.804/0001-20;FRANKLIN GLOBAL PLUS FUNDO DE INVESTIMENTO MULTIMERCADO DE LONGO PRAZO;2021-12-31;Opções - Posições lançadas;;;63922;;2022-03-31
FI;11.783.804/0001-20;FRANKLIN GLOBAL PLUS FUNDO DE INVESTIMENTO MULTIMERCADO DE LONGO PRAZO;2021-12-31;Opções - Posições titulares;;;135790;;2022-03-31
FI;11.783.804/0001-20;FRANKLIN GLOBAL PLUS FUNDO DE INVESTIMENTO MULTIMERCADO DE LONGO PRAZO;2021-12-31;Títulos Públicos;2324387;0;12100574;;2022-03-31
FI;11.783.804/0001-20;FRANKLIN GLOBAL PLUS FUNDO DE INVESTIMENTO MULTIMERCADO DE LONGO PRAZO;2021-12-31;Valores a pagar;;;9765;;2022-03-31
FI;11.783.804/0001-20;FRANKLIN GLOBAL PLUS FUNDO DE INVESTIMENTO MULTIMERCADO DE LONGO PRAZO;2021-12-31;Valores a receber;;;17094;;2022-03-31
FI;11.802.635/0001-29;ARVUS EQUITIES FUNDO DE INVESTIMENTO DE AÇÕES;2021-12-31;Ações;0;0;5766311;;2022-03-31
FI;11.802.635/0001-29;ARVUS EQUITIES FUNDO DE INVESTIMENTO DE AÇÕES;2021-12-31;Certificado ou recibo de depósito de valores mobiliários;;;595497;;2022-03-31
FI;11.802.635/0001-29;ARVUS EQUITIES FUNDO DE INVESTIMENTO DE AÇÕES;2021-12-31;Disponibilidades;;;1136;;2022-03-31
FI;11.802.635/0001-29;ARVUS EQUITIES FUNDO DE INVESTIMENTO DE AÇÕES;2021-12-31;Operações Compromissadas;;;148980;;2022-03-31
FI;11.802.635/0001-29;ARVUS EQUITIES FUNDO DE INVESTIMENTO DE AÇÕES;2021-12-31;Valores a pagar;;;4921;;2022-03-31
FI;11.802.635/0001-29;ARVUS EQUITIES FUNDO DE INVESTIMENTO DE AÇÕES;2021-12-31;Valores a receber;;;38433;;2022-03-31
FI;11.822.361/0001-30;YELLOW FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;2021-12-31;Cotas de Fundos;;;12655330;;2022-03-31
FI;11.822.361/0001-30;YELLOW FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;2021-12-31;Depósitos a prazo e outros títulos de IF;;;9593326;;2022-03-31
FI;11.822.361/0001-30;YELLOW FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;2021-12-31;Disponibilidades;;;2000;;2022-03-31
FI;11.822.361/0001-30;YELLOW FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;2021-12-31;Títulos Públicos;0;0;1609264;;2022-03-31
FI;11.822.361/0001-30;YELLOW FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;2021-12-31;Valores a pagar;;;9327;;2022-03-31
FI;11.822.361/0001-30;YELLOW FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;2021-12-31;Valores a receber;;;4;;2022-03-31
FI;11.822.960/0001-53;THOR FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR;2021-12-31;Disponibilidades;;;1000;;2022-03-31
FI;11.822.960/0001-53;THOR FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR;2021-12-31;Títulos Públicos;0;0;336868;;2022-03-31
FI;11.822.960/0001-53;THOR FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR;2021-12-31;Valores a pagar;;;20396;;2022-03-31
FI;11.822.960/0001-53;THOR FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR;2021-12-31;Valores a receber;;;1449198;;2022-03-31
FI;11.823.008/0001-74;CARRO FUNDO DE INVESTIMENTO EM AÇÕES - BDR NÍVEL I;2021-12-31;Ações;0;0;32208948;;2022-03-31
FI;11.823.008/0001-74;CARRO FUNDO DE INVESTIMENTO EM AÇÕES - BDR NÍVEL I;2021-12-31;Cotas de Fundos;;;244488;;2022-03-31
FI;11.823.008/0001-74;CARRO FUNDO DE INVESTIMENTO EM AÇÕES - BDR NÍVEL I;2021-12-31;Disponibilidades;;;39074;;2022-03-31
FI;11.823.008/0001-74;CARRO FUNDO DE INVESTIMENTO EM AÇÕES - BDR NÍVEL I;2021-12-31;Outros valores mobiliários registrados na CVM objeto de oferta pública;;;0;;2022-03-31
FI;11.823.008/0001-74;CARRO FUNDO DE INVESTIMENTO EM AÇÕES - BDR NÍVEL I;2021-12-31;Valores a pagar;;;2344;;2022-03-31
FI;11.823.008/0001-74;CARRO FUNDO DE INVESTIMENTO EM AÇÕES - BDR NÍVEL I;2021-12-31;Valores a receber;;;0;;2022-03-31
FI;11.827.429/0001-73;SOLARIUM FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2021-12-31;Cotas de Fundos;;;55622339;;2022-03-31
FI;11.827.429/0001-73;SOLARIUM FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2021-12-31;Disponibilidades;;;-51;;2022-03-31
FI;11.827.429/0001-73;SOLARIUM FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2021-12-31;Títulos Públicos;0;0;625198;;2022-03-31
FI;11.827.429/0001-73;SOLARIUM FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2021-12-31;Valores a pagar;;;21099;;2022-03-31
FI;11.827.429/0001-73;SOLARIUM FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2021-12-31;Valores a receber;;;14420;;2022-03-31
FI;11.827.449/0001-44;ICATU MULTIGESTORES FUNDO DE INVESTIMENTO EM COTAS DE FI MULTIMERCADO CRÉDITO PRIVADO IE;2021-12-31;Cotas de Fundos;;;98239271;;2022-03-31
FI;11.840.453/0001-42;FUNDO DE INVESTIMENTO RENDA FIXA CREDITO PRIVADO UBR III;2021-12-31;Debêntures;0;0;280946245;;2022-03-31
FI;11.840.453/0001-42;FUNDO DE INVESTIMENTO RENDA FIXA CREDITO PRIVADO UBR III;2021-12-31;Depósitos a prazo e outros títulos de IF;0;0;593157719;;2022-03-31
FI;11.840.453/0001-42;FUNDO DE INVESTIMENTO RENDA FIXA CREDITO PRIVADO UBR III;2021-12-31;Outras aplicações;0;0;46859625;;2022-03-31
FI;11.840.453/0001-42;FUNDO DE INVESTIMENTO RENDA FIXA CREDITO PRIVADO UBR III;2021-12-31;Títulos Públicos;0;0;53293648;;2022-03-31
FI;11.859.359/0001-35;LELI FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;Ações;38252;0;1008732;;2022-03-31
FI;11.859.359/0001-35;LELI FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;Certificado ou recibo de depósito de valores mobiliários;;;137070;;2022-03-31
FI;11.859.359/0001-35;LELI FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;Cotas de Fundos;;;37813042;;2022-03-31
FI;11.859.359/0001-35;LELI FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;Debêntures;;;2389785;;2022-03-31
FI;11.865.475/0001-67;VINCI GAS DISCOVERY MASTER FUNDO DE INVESTIMENTO EM AÇÕES;2021-12-31;Ações;166662;99408;3808684;;2022-03-31
FI;11.865.475/0001-67;VINCI GAS DISCOVERY MASTER FUNDO DE INVESTIMENTO EM AÇÕES;2021-12-31;Ações e outros TVM cedidos em empréstimo;;;815614;;2022-03-31
FI;11.865.475/0001-67;VINCI GAS DISCOVERY MASTER FUNDO DE INVESTIMENTO EM AÇÕES;2021-12-31;Certificado ou recibo de depósito de valores mobiliários;;;718576;;2022-03-31
FI;11.882.036/0001-62;OTTO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;Cotas de Fundos;;;68531927;;2022-03-31
FI;11.882.036/0001-62;OTTO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;Mercado Futuro - Posições compradas;;;-202731;;2022-03-31
FI;11.886.423/0001-77;STS FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;Cotas de Fundos;;;27143729;;2022-03-31
FI;11.886.423/0001-77;STS FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;Debêntures;;;943744;;2022-03-31
FI;11.886.423/0001-77;STS FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;Mercado Futuro - Posições compradas;;;9300;;2022-03-31
FI;11.898.280/0001-13;BRASIL PLURAL DIVIDENDOS FUNDO DE INVESTIMENTO EM AÇÕES;2021-12-31;Ações;0;0;10434798;;2022-03-31
FI;11.898.280/0001-13;BRASIL PLURAL DIVIDENDOS FUNDO DE INVESTIMENTO EM AÇÕES;2021-12-31;Certificado ou recibo de depósito de valores mobiliários;;;2304850;;2022-03-31
FI;11.904.064/0001-33;VENTOR DÓLAR HEDGE MASTER FUNDO DE INVESTIMENTO MULTIMERCADO;2021-12-31;Ações;0;6320859;50648112;;2022-03-31
FI;11.904.064/0001-33;VENTOR DÓLAR HEDGE MASTER FUNDO DE INVESTIMENTO MULTIMERCADO;2021-12-31;Brazilian Depository Receipt - BDR;0;0;1946340;;2022-03-31
FI;11.904.064/0001-33;VENTOR DÓLAR HEDGE MASTER FUNDO DE INVESTIMENTO MULTIMERCADO;2021-12-31;Certificado ou recibo de depósito de valores mobiliários;0;0;8497127;;2022-03-31
FI;11.904.064/0001-33;VENTOR DÓLAR HEDGE MASTER FUNDO DE INVESTIMENTO MULTIMERCADO;2021-12-31;Obrigações por ações e outros TVM recebidos em empréstimo;;;3025861;;2022-03-01
FI;11.904.377/0001-91;VILA VITÓRIA MULTIMERCADO FUNDO DE INVESTIMENTO CREDITO PRIVADO;2021-12-31;Cotas de Fundos;;;8563570;;2022-03-31
FI;11.904.377/0001-91;VILA VITÓRIA MULTIMERCADO FUNDO DE INVESTIMENTO CREDITO PRIVADO;2021-12-31;Operações Compromissadas;;;117814;;2022-03-31
FI;11.904.377/0001-91;VILA VITÓRIA MULTIMERCADO FUNDO DE INVESTIMENTO CREDITO PRIVADO;2021-12-31;Outros valores mobiliários registrados na CVM objeto de oferta pública;;;586648;;2022-03-31
FI;11.904.377/0001-91;VILA VITÓRIA MULTIMERCADO FUNDO DE INVESTIMENTO CREDITO PRIVADO;2021-12-31;Títulos Públicos;162949;0;183140;;2022-03-31
FI;11.904.377/0001-91;VILA VITÓRIA MULTIMERCADO FUNDO DE INVESTIMENTO CREDITO PRIVADO;2021-12-31;Valores a pagar;;;18162;;2022-03-31
FI;11.904.377/0001-91;VILA VITÓRIA MULTIMERCADO FUNDO DE INVESTIMENTO CREDITO PRIVADO;2021-12-31;Valores a receber;;;602546;;2022-03-31
FI;11.907.390/0001-02;MODENA INSTITUCIONAL  FUNDO DE INVESTIMENTO EM AÇÕES;2021-12-31;Ações;0;5510174;62984237;;2022-03-31
FI;11.907.390/0001-02;MODENA INSTITUCIONAL  FUNDO DE INVESTIMENTO EM AÇÕES;2021-12-31;Ações e outros TVM cedidos em empréstimo;;;4051356;;2022-03-31
FI;11.907.390/0001-02;MODENA INSTITUCIONAL  FUNDO DE INVESTIMENTO EM AÇÕES;2021-12-31;Certificado ou recibo de depósito de valores mobiliários;;;2955676;;2022-03-31
FI;11.907.390/0001-02;MODENA INSTITUCIONAL  FUNDO DE INVESTIMENTO EM AÇÕES;2021-12-31;Cotas de Fundos;;;2498655;;2022-03-31
FI;11.907.390/0001-02;MODENA INSTITUCIONAL  FUNDO DE INVESTIMENTO EM AÇÕES;2021-12-31;Operações Compromissadas;;;5239099;;2022-03-31
FI;11.907.390/0001-02;MODENA INSTITUCIONAL  FUNDO DE INVESTIMENTO EM AÇÕES;2021-12-31;Outras operações passivas e exigibilidades;;;581457;;2022-03-31
FI;11.907.390/0001-02;MODENA INSTITUCIONAL  FUNDO DE INVESTIMENTO EM AÇÕES;2021-12-31;Títulos Públicos;0;0;583592;;2022-03-31
FI;11.907.390/0001-02;MODENA INSTITUCIONAL  FUNDO DE INVESTIMENTO EM AÇÕES;2021-12-31;Valores a pagar;;;3691045;;2022-03-31
FI;11.907.390/0001-02;MODENA INSTITUCIONAL  FUNDO DE INVESTIMENTO EM AÇÕES;2021-12-31;Valores a receber;;;376534;;2022-03-31
FI;11.911.491/0001-49;RC FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;Cotas de Fundos;0;0;55008588;;2022-03-31
FI;11.952.640/0001-18;FUNDO DE INVESTIMENTO MULTIMERCADO AD VALOREM CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;Ações;0;0;23142059;;2022-03-31
FI;11.952.640/0001-18;FUNDO DE INVESTIMENTO MULTIMERCADO AD VALOREM CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;Cotas de Fundos;;;73573554;;2022-03-31
FI;11.952.640/0001-18;FUNDO DE INVESTIMENTO MULTIMERCADO AD VALOREM CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;Mercado Futuro - Posições compradas;;;-3205;;2022-03-31
FI;11.952.640/0001-18;FUNDO DE INVESTIMENTO MULTIMERCADO AD VALOREM CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;Opções - Posições lançadas;;;44102;;2022-03-31
FI;11.952.640/0001-18;FUNDO DE INVESTIMENTO MULTIMERCADO AD VALOREM CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;Opções - Posições titulares;;;812;;2022-03-31
FI;11.952.640/0001-18;FUNDO DE INVESTIMENTO MULTIMERCADO AD VALOREM CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;Títulos Públicos;0;0;6522194;;2022-03-31
FI;11.952.640/0001-18;FUNDO DE INVESTIMENTO MULTIMERCADO AD VALOREM CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;Valores a pagar;;;39678;;2022-03-31
FI;11.952.640/0001-18;FUNDO DE INVESTIMENTO MULTIMERCADO AD VALOREM CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;Valores a receber;;;15873;;2022-03-31
FI;11.952.800/0001-29;PERFIN FORESIGHT MASTER FUNDO DE INVESTIMENTO EM AÇÕES;2021-12-31;Ações;5630679;6472951;151201486;;2022-03-31
FI;11.952.800/0001-29;PERFIN FORESIGHT MASTER FUNDO DE INVESTIMENTO EM AÇÕES;2021-12-31;Certificado ou recibo de depósito de valores mobiliários;;;32624085;;2022-03-31
FI;11.952.800/0001-29;PERFIN FORESIGHT MASTER FUNDO DE INVESTIMENTO EM AÇÕES;2021-12-31;Opções - Posições titulares;;;1297084;;2022-03-31
FI;11.952.873/0001-10;BTG PACTUAL EXPLORER FUNDO DE INVESTIMENTO MULTIMERCADO;2021-12-31;Mercado Futuro - Posições compradas;;;58009;;2022-03-31
FI;11.952.873/0001-10;BTG PACTUAL EXPLORER FUNDO DE INVESTIMENTO MULTIMERCADO;2021-12-31;Mercado Futuro - Posições vendidas;;;490640;;2022-03-31
FI;11.952.873/0001-10;BTG PACTUAL EXPLORER FUNDO DE INVESTIMENTO MULTIMERCADO;2021-12-31;Opções - Posições lançadas;;;26539;;2022-03-31
FI;11.952.873/0001-10;BTG PACTUAL EXPLORER FUNDO DE INVESTIMENTO MULTIMERCADO;2021-12-31;Opções - Posições titulares;;;9251;;2022-03-31
FI;11.961.080/0001-68;MAG RENDA FIXA PREVIDÊNCIA CRÉDITO PRIVADO FUNDO DE INVESTIMENTO;2021-12-31;Debêntures;;;41749165;;2022-03-31
FI;11.961.080/0001-68;MAG RENDA FIXA PREVIDÊNCIA CRÉDITO PRIVADO FUNDO DE INVESTIMENTO;2021-12-31;Depósitos a prazo e outros títulos de IF;;;47884542;;2022-03-31
FI;11.961.080/0001-68;MAG RENDA FIXA PREVIDÊNCIA CRÉDITO PRIVADO FUNDO DE INVESTIMENTO;2021-12-31;Disponibilidades;;;116;;2022-03-31
FI;11.961.080/0001-68;MAG RENDA FIXA PREVIDÊNCIA CRÉDITO PRIVADO FUNDO DE INVESTIMENTO;2021-12-31;Valores a pagar;;;14726;;2022-03-31
FI;11.961.080/0001-68;MAG RENDA FIXA PREVIDÊNCIA CRÉDITO PRIVADO FUNDO DE INVESTIMENTO;2021-12-31;Valores a receber;;;375;;2022-03-31
FI;11.961.181/0001-39;ITACOLOMY MULTIMERCADO FUNDO DE INVESTIMENTO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;Ações;0;0;16252;;2022-03-31
FI;11.961.181/0001-39;ITACOLOMY MULTIMERCADO FUNDO DE INVESTIMENTO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;Cotas de Fundos;;;4673973;;2022-03-31
FI;11.961.181/0001-39;ITACOLOMY MULTIMERCADO FUNDO DE INVESTIMENTO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;Valores a pagar;;;3808;;2022-03-31
FI;11.961.181/0001-39;ITACOLOMY MULTIMERCADO FUNDO DE INVESTIMENTO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;Valores a receber;;;502099;;2022-03-31
FI;11.977.607/0001-42;AZ QUEST MASTER FUNDO DE INVESTIMENTO EM AÇÕES;2021-12-31;Ações;38663954;34275746;135343147;;2022-03-31
FI;11.977.607/0001-42;AZ QUEST MASTER FUNDO DE INVESTIMENTO EM AÇÕES;2021-12-31;Cotas de Fundos;;;10789944;;2022-03-31
FI;11.977.607/0001-42;AZ QUEST MASTER FUNDO DE INVESTIMENTO EM AÇÕES;2021-12-31;Mercado Futuro - Posições compradas;;;42150;;2022-03-31
FI;11.977.672/0001-78;A7 PRO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2021-12-31;Debêntures;;;0;;2022-03-31
FI;11.977.672/0001-78;A7 PRO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2021-12-31;Disponibilidades;;;583;;2022-03-31
FI;11.977.672/0001-78;A7 PRO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2021-12-31;Valores a pagar;;;18096;;2022-03-31
FI;11.977.672/0001-78;A7 PRO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2021-12-31;Valores a receber;;;19545;;2022-03-31
FI;11.980.010/0001-57;EQUITAS MASTER SELECTION FUNDO DE INVESTIMENTO DE AÇÕES;2021-12-31;Ações;148943628;95933456;1670090884;;2022-03-31
FI;11.980.010/0001-57;EQUITAS MASTER SELECTION FUNDO DE INVESTIMENTO DE AÇÕES;2021-12-31;Ações e outros TVM cedidos em empréstimo;;;4191297;;2022-03-31
FI;11.980.010/0001-57;EQUITAS MASTER SELECTION FUNDO DE INVESTIMENTO DE AÇÕES;2021-12-31;Certificado ou recibo de depósito de valores mobiliários;;;237413458;;2022-03-31
FI;11.980.010/0001-57;EQUITAS MASTER SELECTION FUNDO DE INVESTIMENTO DE AÇÕES;2021-12-31;Compras a termo a receber;;;233075000;;2022-03-31
FI;11.980.010/0001-57;EQUITAS MASTER SELECTION FUNDO DE INVESTIMENTO DE AÇÕES;2021-12-31;Disponibilidades;;;1057;;2022-03-31
FI;11.980.010/0001-57;EQUITAS MASTER SELECTION FUNDO DE INVESTIMENTO DE AÇÕES;2021-12-31;Investimento no Exterior;;;89744139;;2022-03-31
FI;11.980.010/0001-57;EQUITAS MASTER SELECTION FUNDO DE INVESTIMENTO DE AÇÕES;2021-12-31;Obrigações por ações e outros TVM recebidos em empréstimo;;;335470026;;2022-03-31
FI;11.980.010/0001-57;EQUITAS MASTER SELECTION FUNDO DE INVESTIMENTO DE AÇÕES;2021-12-31;Obrigações por compra a termo a pagar;;;241938335;;2022-03-31
FI;11.980.010/0001-57;EQUITAS MASTER SELECTION FUNDO DE INVESTIMENTO DE AÇÕES;2021-12-31;Títulos Públicos;0;0;11473459;;2022-03-31
FI;11.980.010/0001-57;EQUITAS MASTER SELECTION FUNDO DE INVESTIMENTO DE AÇÕES;2021-12-31;Valores a pagar;;;10026532;;2022-03-31
FI;11.980.010/0001-57;EQUITAS MASTER SELECTION FUNDO DE INVESTIMENTO DE AÇÕES;2021-12-31;Valores a receber;;;3294548;;2022-03-31
FI;11.995.270/0001-04;HATAR FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;Ações;0;0;469600;;2022-03-31
FI;11.995.270/0001-04;HATAR FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;Cotas de Fundos;;;71087959;;2022-03-31
FI;11.995.270/0001-04;HATAR FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;Debêntures;;;528194;;2022-03-31
FI;11.995.270/0001-04;HATAR FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;Depósitos a prazo e outros títulos de IF;;;3399986;;2022-03-31
FI;11.995.270/0001-04;HATAR FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;Disponibilidades;;;1989;;2022-03-31
FI;11.995.270/0001-04;HATAR FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;Títulos Públicos;0;0;8853758;;2022-03-31
FI;11.995.270/0001-04;HATAR FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;Valores a pagar;;;27682;;2022-03-31
FI;11.995.270/0001-04;HATAR FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;Valores a receber;;;470;;2022-03-31
FI;12.003.576/0001-91;AREIAL FI EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;Cotas de Fundos;;;12984693;;2022-03-31
FI;12.003.576/0001-91;AREIAL FI EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;Disponibilidades;;;1794;;2022-03-31
FI;12.003.576/0001-91;AREIAL FI EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;Valores a pagar;;;4373;;2022-03-31
FI;12.003.576/0001-91;AREIAL FI EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;Valores a receber;;;146;;2022-03-31
FI;12.004.121/0001-90;ELDORADO FIC FI MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;Cotas de Fundos;0;0;141741086;;2022-03-31
FI;12.004.121/0001-90;ELDORADO FIC FI MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;Valores a pagar;;;4575;;2022-03-31
FI;12.004.121/0001-90;ELDORADO FIC FI MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;Valores a receber;;;315;;2022-03-31
FI;12.023.889/0001-01;FOR TI - FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;Cotas de Fundos;;;24819654;;2022-03-31
FI;12.023.889/0001-01;FOR TI - FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;Debêntures;;;908296;;2022-03-31
FI;12.023.889/0001-01;FOR TI - FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;Disponibilidades;;;15033;;2022-03-31
FI;12.023.889/0001-01;FOR TI - FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;Títulos Públicos;0;0;1626241;;2022-03-31
FI;12.023.889/0001-01;FOR TI - FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;Valores a pagar;;;15189;;2022-03-31
